file_name,file_id,song_length,process_time,start_offset,cut_length,n_cuts,dbo_file_id,drums_file_id,vocals_file_id,bass_file_id,other_file_id,cut1_dbo_id,cut1_other_id,cut2_dbo_id,cut2_other_id,cut3_dbo_id,cut3_other_id,cut_time1,cut_time2,cut_time3
Hole - Malibu.m4a,1698378682850,230.04,2024-12-02 17:06:10,30,10,3,1710439938680,1710448170147,1710440595753,1710445804592,1710438906827,1713471354137,1713472398529,1713471597317,1713469418142,1713472844672,1713470293879,36,177,213
Hothouse Flowers - Thing of Beauty.m4a,1698374663479,327.0,2024-12-02 17:06:15,30,10,3,1710437819215,1710440548601,1710443096546,1710440896428,1710440089341,1713472317412,1713473588510,1713471800855,1713472196836,1713471994920,1713474227494,35,214,264
Huey Lewis & The News - Couple Days Off.m4a,1698371152449,296.84000000000003,2024-12-02 17:06:18,30,10,3,1710439787627,1710449840713,1710448556411,1710441205495,1710449560049,1713469833291,1713471731240,1713469861271,1713472569400,1713472689041,1713473348698,146,154,160
Hum - Stars.m4a,1698374219919,309.11,2024-12-02 17:06:23,30,10,3,1710447515989,1710440785620,1710442444419,1710443121191,1710441181430,1713473562526,1713471728975,1713469938443,1713472477895,1713475806702,1713471971536,56,99,117
INXS - Beautiful Girl.m4a,1698368418604,207.44,2024-12-02 17:06:27,30,10,3,1710442662232,1710443344612,1710443351059,1710440574898,1710444402448,1713473949013,1713472136951,1713474884595,1713473989813,1713469705487,1713475444226,54,87,123
INXS - Bitter Tears.m4a,1698365145274,229.31,2024-12-02 17:06:32,30,10,3,1710443073132,1710444585077,1710451559170,1710441186835,1710445280546,1713473634644,1713475261539,1713472595076,1713470847974,1713473934807,1713472578627,55,97,186
INXS - Disappear.m4a,1698379216275,250.67,2024-12-02 17:06:36,30,10,3,1710445105407,1710440380632,1710441212560,1710452010706,1710442340820,1713470406754,1713476253056,1713474795716,1713472602928,1713472065000,1713473068427,168,194,196
INXS - Heaven Sent.m4a,1698374862478,196.25,2024-12-02 17:06:41,30,10,3,1710443800151,1710445794682,1710439938514,1710441193879,1710451367143,1713474518073,1713471145408,1713471354714,1713469979897,1713474183746,1713476375827,57,88,172
INXS - Suicide Blonde.m4a,1698367269147,232.12,2024-12-02 17:07:12,30,10,3,1710447599498,1710452694706,1710444753073,1710443199687,1710445719884,1713473721385,1713474897270,1713475535803,1713471565568,1713470058235,1713470706615,119,139,159
Izzy Stradlin & The Ju Ju Hounds - Shuffle It All.m4a,1698374577539,380.2,2024-12-02 17:07:17,30,10,3,1710443811622,1710452372552,1710452595747,1710454396731,1710451498829,1713475483146,1713475035961,1713474143646,1713470308063,1713472942974,1713471671647,284,312,332
Izzy Stradlin & The Ju Ju Hounds - Somebody Knockin'.m4a,1698378981342,207.39,2024-12-02 17:07:21,30,10,3,1710446471252,1710452231951,1710455547923,1710454523483,1710445302026,1713471993066,1713473754890,1713471982811,1713471927944,1713476406133,1713473939072,89,115,130
Jackyl - Down on Me.m4a,1698372501252,243.33,2024-12-02 17:07:26,30,10,3,1710445494731,1710444858170,1710446919816,1710456776812,1710451314581,1713476262901,1713471651861,1713472297317,1713473529043,1713476903367,1713476416592,135,150,210
Jane's Addiction - Been Caught Stealing.m4a,1698376531060,214.71,2024-12-02 17:07:30,30,10,3,1710443298537,1710445444307,1710454429940,1710447746312,1710447556391,1713477028302,1713471306803,1713472943240,1713474767610,1713477191631,1713473305262,44,166,171
Jane's Addiction - Jane Says (Live).m4a,1698375746277,391.07,2024-12-02 17:07:35,30,10,3,1710444128982,1710453358875,1710447815496,1710452829074,1710448931528,1713474003904,1713472972601,1713471805408,1713471571151,1713477334870,1713472288177,72,197,270
Jars of Clay - Flood.m4a,1698379511578,211.67,2024-12-02 17:07:39,30,10,3,1710454684673,1710447683419,1710445765378,1710449730097,1710448772495,1713472952473,1713477316491,1713470905663,1713473836572,1713474542266,1713473888564,46,178,193
Jerry Cantrell - Cut You In.m4a,1698377718207,203.0,2024-12-02 17:07:43,30,10,3,1710447484682,1710446146976,1710459200560,1710454607439,1710451218698,1713475566268,1713471675844,1713471690449,1713473329819,1713475506097,1713475458873,42,160,183
Jerry Cantrell - My Song.m4a,1698377902927,247.37,2024-12-02 17:07:48,30,10,3,1710448842986,1710446097213,1710446807627,1710456028369,1710448170464,1713473786030,1713474127012,1713477419657,1713474638131,1713472410714,1713474179812,32,55,103
Jesus Jones - The Devil You Know.m4a,1698384726037,271.27,2024-12-02 17:07:55,30,10,3,1710454586233,1710456822598,1710448168409,1710445902830,1710453680571,1713477167026,1713472209180,1713472635944,1713474808104,1713473384638,1713472059844,118,147,254
Jimmie's Chicken Shack - Do Right.m4a,1698392586901,182.47,2024-12-02 17:07:59,30,10,3,1710452678250,1710447392808,1710458456457,1710451162878,1710446690008,1713474748669,1713475129331,1713475074688,1713473749527,1713476049184,1713472434456,88,107,118
Jimmy Page & Robert Plant - Gallows Pole (Live).m4a,1698380346837,263.27,2024-12-02 17:08:04,30,10,3,1710447037265,1710450136407,1710460513344,1710452718251,1710453114761,1713474999894,1713476588734,1713477182389,1713473171914,1713472305339,1713474680988,142,161,236
Joan Osborne - One of Us.m4a,1698389282093,320.47,2024-12-02 17:08:08,30,10,3,1710462568578,1710449634890,1710450962106,1710455555676,1710452771477,1713472461376,1713474129491,1713478160924,1713475216609,1713475321596,1713474170291,72,81,176
Joe Cocker - Love Is Alive.m4a,1698388780632,237.47,2024-12-02 17:08:13,30,10,3,1710455751771,1710454167646,1710451179848,1710450033107,1710450315741,1713473919613,1713474100114,1713476931945,1713476442116,1713474128864,1713474063869,78,133,186
Joe Jackson - Obvious Song.m4a,1698387213055,252.53,2024-12-02 17:08:18,30,10,3,1710453656721,1710458392431,1710458231539,1710452121407,1710452210186,1713475869123,1713476231437,1713477373539,1713476267437,1713473070909,1713473905959,136,160,174
Joe Satriani - Summer Song.m4a,1698388146606,300.77,2024-12-02 17:08:22,30,10,3,1710449812342,1710452610324,1710457271270,1710452258284,1710459158068,1713478588468,1713476668470,1713476639161,1713475537648,1713475420585,1713472586015,75,132,235
Joe Walsh - Ordinary Average Guy.m4a,1698388470360,251.6,2024-12-02 17:08:27,30,10,3,1710452783678,1710457482442,1710455687548,1710455747561,1710464596675,1713474282299,1713478363102,1713474774387,1713474654902,1713477698011,1713474110387,161,163,175
John Hiatt - Perfectly Good Guitar.m4a,1698390654826,279.89,2024-12-02 17:08:32,30,10,3,1710456715050,1710465191258,1710458778301,1710464487647,1710451024498,1713477980870,1713475113311,1713477542324,1713474412451,1713477712298,1713472851989,84,116,246
John Mellencamp - Again Tonight.m4a,1698393481451,197.69,2024-12-02 17:08:37,30,10,3,1710460770714,1710466376747,1710454371764,1710456608651,1710465663665,1713475984482,1713475144569,1713475180036,1713475194436,1713477719497,1713479180921,43,51,152
John Mellencamp - Get a Leg Up.m4a,1698395041653,227.2,2024-12-02 17:08:41,30,10,3,1710465937544,1710455589096,1710456777332,1710466496566,1710466065315,1713474998102,1713479631835,1713474952517,1713477512907,1713474791476,1713473536279,51,69,177
John Mellencamp - Human Wheels.m4a,1698386611099,334.17,2024-12-02 17:08:46,30,10,3,1710462681106,1710455195145,1710460900658,1710460705248,1710466830400,1713473430215,1713475434432,1713473287026,1713476716356,1713477831866,1713473785461,94,231,311
John Mellencamp - Love and Happiness.m4a,1698379081658,233.07,2024-12-02 17:08:50,30,10,3,1710452534365,1710457674015,1710460950083,1710467102115,1710461576958,1713479339143,1713477033050,1713477270747,1713477791365,1713475528765,1713475847388,74,133,133
John Mellencamp - Now More Than Ever.m4a,1698382096634,222.76,2024-12-02 17:08:55,30,10,3,1710457233277,1710457186895,1710461327101,1710464290968,1710455629495,1713474719473,1713475456342,1713476536609,1713477054671,1713475717547,1713476646131,79,83,127
John Mellencamp - What If I Came Knocking.m4a,1698388645272,306.91,2024-12-02 17:09:00,30,10,3,1710463115631,1710468304787,1710456762268,1710455363563,1710456198807,1713474527532,1713475038978,1713475148413,1713475072355,1713475052847,1713477100657,61,62,287
John Mellencamp - Wild Night (feat. Meshell Ndegeocello).m4a,1698394441875,207.51,2024-12-02 17:09:04,30,10,3,1710465337415,1710469242333,1710462774213,1710469825485,1710456880393,1713477175057,1713475050137,1713473481218,1713476241041,1713478379066,1713478360682,79,104,111
Johnny Van Zant - Brickyard Road L.m4a,1698389877385,400.93,2024-12-02 17:09:09,30,10,3,1710458877270,1710460156209,1710470723778,1710470452762,1710457547664,1713475347613,1713478862120,1713480056475,1713477726753,1713474342305,1713476312783,101,145,307
Jon Bon Jovi - Blaze of Glory.m4a,1698396126626,335.24,2024-12-02 17:09:14,30,10,3,1710471138415,1710462431676,1710470569493,1710458689441,1710461692348,1713480110068,1713479135216,1713479060842,1713480349302,1713475096428,1713480294558,115,204,239
Joydrop - Beautiful.m4a,1698388631274,239.37,2024-12-02 17:09:18,30,10,3,1710472187628,1710464526011,1710471731702,1710457545111,1710460290777,1713479485767,1713476524031,1713479857387,1713474561133,1713480448194,1713478660252,146,149,223
"Jude Cole - Baby, It's Tonight.m4a",1698389754126,217.93,2024-12-02 17:09:23,30,10,3,1710472137230,1710465999833,1710464946213,1710463856938,1710466749237,1713480126417,1713475009257,1713474590017,1713476219832,1713480159661,1713477505814,36,72,110
Jude Cole - Start the Car (Album Version).m4a,1698388941042,306.84,2024-12-02 17:09:27,30,10,3,1710471107268,1710471802966,1710473330343,1710468435657,1710473095013,1713479382811,1713477424126,1713474719345,1713479192441,1713478401484,1713474421766,61,293,295
Juliana Hatfield - Universal Heart-Beat.m4a,1698396016469,205.91,2024-12-02 17:09:31,30,10,3,1710466413029,1710471779715,1710463245077,1710466112958,1710472264787,1713477397376,1713476809788,1713477031019,1713476639210,1713475900026,1713477465409,60,85,130
K's Choice - Not an Addict.m4a,1698387184489,288.18,2024-12-02 17:09:36,30,10,3,1710473747210,1710465849320,1710467691649,1710473324699,1710475120453,1713478835768,1713480902107,1713477193504,1713476024826,1713480668924,1713478417690,39,85,101
Keith Richards - Wicked As It Seems (2010 - Remaster).m4a,1698392058719,285.26,2024-12-02 17:09:40,30,10,3,1710472794757,1710469223625,1710474572555,1710463708746,1710474477562,1713477414985,1713481160583,1713476512404,1713480631058,1713475204417,1713476426279,78,230,264
Kenny Wayne Shepherd - Blue On Black.m4a,1698394492641,330.6,2024-12-02 17:10:09,30,10,3,1710465015822,1710464437707,1710475910212,1710476106165,1710473701619,1713480815143,1713478504586,1713481765981,1713478194644,1713481727229,1713477093400,75,298,302
Kid Rock - Bawitdaba.m4a,1698392567218,267.2,2024-12-02 17:10:14,30,10,3,1710477762731,1710473514817,1710466309464,1710477613764,1710478047898,1713475196901,1713479734929,1713477815304,1713478341014,1713478038131,1713475643268,39,129,243
Kid Rock - Cowboy.m4a,1698393368627,257.87,2024-12-02 17:10:18,30,10,3,1710469352466,1710475192212,1710474803832,1710477699778,1710478142009,1713480395186,1713478794986,1713481976618,1713477349827,1713475928406,1713477119589,106,171,240
King's X - It's Love.m4a,1698397591134,274.97,2024-12-02 17:10:27,30,10,3,1710475448733,1710474358932,1710476020753,1710467303051,1710467886050,1713475686323,1713476038968,1713477261030,1713482454708,1713480831624,1713481184701,82,113,256
Kiss - Forever.m4a,1698394403147,231.6,2024-12-02 17:10:32,30,10,3,1710470416060,1710478158164,1710476527166,1710468484004,1710477640413,1713475873812,1713482298009,1713476886269,1713477390257,1713477570120,1713476968578,39,113,174
Korn - Falling Away from Me.m4a,1698392457348,270.92,2024-12-02 17:10:36,30,10,3,1710471754957,1710471042460,1710471210907,1710477414394,1710476869954,1713477970984,1713481017141,1713480357098,1713476792680,1713478775203,1713477822983,156,210,246
Korn - Freak On a Leash.m4a,1698395869733,255.73,2024-12-02 17:10:41,30,10,3,1710469473071,1710477268525,1710476301599,1710476682144,1710470241056,1713479888978,1713477292578,1713478374932,1713475851732,1713477230295,1713479747041,66,126,235
Korn - Got the Life.m4a,1698392514646,225.32,2024-12-02 17:10:46,30,10,3,1710479725524,1710477724212,1710479430356,1710481179872,1710480779196,1713477164847,1713479130810,1713482428194,1713480162207,1713476706006,1713479749526,79,120,184
Led Zeppelin - Baby Come On Home.m4a,1698393829919,269.99,2024-12-02 17:10:50,30,10,3,1710481574043,1710481705648,1710478984430,1710481633884,1710471745847,1713483006154,1713477513470,1713482197261,1713481948450,1713478387025,1713482007666,172,179,185
Led Zeppelin - Travelling Riverside Blues (BBC Session).m4a,1698395157090,311.63,2024-12-02 17:10:55,30,10,3,1710478880693,1710473638809,1710479701980,1710469333707,1710473003394,1713482164667,1713475088521,1713482358075,1713477839585,1713477510073,1713479013306,172,238,295
LEN - Steal My Sunshine.m4a,1698389874849,265.53,2024-12-02 17:10:59,30,10,3,1710478775715,1710480102458,1710482466420,1710482975444,1710478622347,1713479385084,1713478869561,1713476197360,1713481758048,1713477947337,1713479677814,53,69,120
Lenny Kravitz - Always On the Run.m4a,1698394259063,233.07,2024-12-02 17:11:04,30,10,3,1710467401586,1710483638024,1710480141339,1710482320311,1710473924743,1713479718824,1713478106102,1713479368443,1713481258995,1713476735776,1713476596101,115,131,195
Lenny Kravitz - American Woman.m4a,1698386346785,264.56,2024-12-02 17:11:08,30,10,3,1710481900005,1710480011717,1710480073247,1710482166062,1710481371717,1713477061544,1713481463563,1713478717521,1713478038925,1713483519805,1713483270786,47,59,162
Lenny Kravitz - Are You Gonna Go My Way.m4a,1698392850283,211.93,2024-12-02 17:11:12,30,10,3,1710476648601,1710484567057,1710484026396,1710481746117,1710483982822,1713482168483,1713480654116,1713479216845,1713484127316,1713478821311,1713483887105,39,68,149
Lenny Kravitz - Believe.m4a,1698396050344,294.6,2024-12-02 17:11:18,30,10,3,1710481403966,1710485812294,1710483167781,1710483508765,1710485478236,1713478338808,1713480620869,1713483265939,1713478371899,1713479704331,1713479228505,37,157,173
Lenny Kravitz - Fly Away.m4a,1698392067963,221.33,2024-12-02 17:11:22,30,10,3,1710476583649,1710474690674,1710483450436,1710483997292,1710484072602,1713481760595,1713481264568,1713478701317,1713484055170,1713483268247,1713481220607,57,191,194
Lenny Kravitz - Rock and Roll Is Dead.m4a,1698394593385,203.93,2024-12-02 17:11:26,30,10,3,1710483258523,1710478870968,1710476282031,1710485444422,1710484989111,1713481873395,1713477006754,1713484036056,1713478552678,1713477831755,1713479668277,96,152,192
Letters to Cleo - Here and Now.m4a,1698396788648,218.61,2024-12-02 17:11:31,30,10,3,1710486119444,1710473454698,1710487660289,1710487631134,1710483613317,1713479541290,1713483656644,1713479579642,1713479824761,1713478009206,1713480703020,36,60,164
Limp Bizkit - Nookie.m4a,1698400796864,289.56,2024-12-02 17:11:35,30,10,3,1710488068168,1710477805387,1710482217217,1710483700576,1710488094784,1713477680982,1713479778383,1713483376658,1713479548227,1713480827820,1713483409266,96,114,177
Limp Bizkit - Re-Arranged.m4a,1698395802877,354.73,2024-12-02 17:11:41,30,10,3,1710484251770,1710487377440,1710474872596,1710480193638,1710487550240,1713478955608,1713479440514,1713482810389,1713477316215,1713480891646,1713482058507,110,118,244
Lit - My Own Worst Enemy.m4a,1698397593073,169.03,2024-12-02 17:11:45,30,10,3,1710485653632,1710484139832,1710489642403,1710485759232,1710479200369,1713480068678,1713477877568,1713479732564,1713481065450,1713481429850,1713485166215,35,83,128
Lit - Zip-Lock.m4a,1698393784440,212.35,2024-12-02 17:11:50,30,10,3,1710483397999,1710488118015,1710485965955,1710485102163,1710488379996,1713480054422,1713483272448,1713478598236,1713481497161,1713480083231,1713480806209,38,80,112
LIVE - All Over You.m4a,1698398579742,239.55,2024-12-02 17:11:55,30,10,3,1710478011734,1710484304521,1710486537197,1710479454764,1710481247001,1713482747924,1713479378008,1713484218145,1713479111226,1713477700418,1713480187032,35,42,46
LIVE - Freaks.m4a,1698397994344,290.67,2024-12-02 17:11:59,30,10,3,1710487151205,1710489656980,1710487861896,1710490091280,1710478576520,1713478271262,1713479013197,1713484389047,1713485283768,1713481065409,1713483405301,43,96,106
LIVE - I Alone.m4a,1698396707860,231.13,2024-12-02 17:12:04,30,10,3,1710489906546,1710480680545,1710490526284,1710489671819,1710491958698,1713483191582,1713480059769,1713485682886,1713484794587,1713482188312,1713485639947,50,144,209
LIVE - Lakini's Juice.m4a,1698403998740,299.27,2024-12-02 17:12:08,30,10,3,1710478713486,1710487789469,1710486421327,1710488865043,1710487453206,1713481638832,1713485353749,1713478268773,1713485077969,1713478316485,1713484179696,36,102,270
LIVE - Lightning Crashes.m4a,1698396974181,325.6,2024-12-02 17:12:12,30,10,3,1710489954551,1710491797463,1710488075618,1710490852271,1710481660186,1713484619321,1713485317629,1713484714945,1713481684666,1713481965420,1713482910507,46,175,237
